key	audio	audio_relative	source_recording	source_wav	source_txt	start	end	duration	speaker	gender	text	text_nopunc	split
A0009_S0005_0_G0017_G0018__000189__G0017__000807170_000810610__7af2f9a3	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000189__G0017__000807170_000810610__7af2f9a3.wav	wav/A0009_S0005_0_G0017_G0018__000189__G0017__000807170_000810610__7af2f9a3.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	807.17	810.61	3.44	G0017	female	超市里相有的只干呃香菇，哦，伐是，沙拉香菇	超市里相有的只干呃香菇哦伐是沙拉香菇	train
A0009_S0005_0_G0017_G0018__000190__G0017__000810717_000815211__e15a564d	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000190__G0017__000810717_000815211__e15a564d.wav	wav/A0009_S0005_0_G0017_G0018__000190__G0017__000810717_000815211__e15a564d.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	810.717	815.211	4.494	G0017	female	还有的蘑菇摆点炒素，葛末素呃总归伐大好吃	还有的蘑菇摆点炒素葛末素呃总归伐大好吃	train
A0009_S0005_0_G0017_G0018__000191__G0017__000815270_000819868__dc73f584	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000191__G0017__000815270_000819868__dc73f584.wav	wav/A0009_S0005_0_G0017_G0018__000191__G0017__000815270_000819868__dc73f584.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	815.27	819.868	4.598	G0017	female	所以阿拉屋里相专门跑到第一食品商店买瓶虾籽酱油	所以阿拉屋里相专门跑到第一食品商店买瓶虾籽酱油	train
A0009_S0005_0_G0017_G0018__000192__G0017__000819868_000825268__59620f8d	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000192__G0017__000819868_000825268__59620f8d.wav	wav/A0009_S0005_0_G0017_G0018__000192__G0017__000819868_000825268__59620f8d.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	819.868	825.268	5.4	G0017	female	搿虾籽酱油侬讲伊贵嘛，还可以，廿九块洋钿一瓶	搿虾籽酱油侬讲伊贵嘛还可以廿九块洋钿一瓶	train
A0009_S0005_0_G0017_G0018__000193__G0017__000825290_000829019__269d32f6	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000193__G0017__000825290_000829019__269d32f6.wav	wav/A0009_S0005_0_G0017_G0018__000193__G0017__000825290_000829019__269d32f6.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	825.29	829.019	3.729	G0017	female	搿倒，倒上去对伐，浇上去对伐，毕竟两样呀，	搿倒倒上去对伐浇上去对伐毕竟两样呀	train
A0009_S0005_0_G0017_G0018__000194__G0017__000829072_000833347__a21e65ac	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000194__G0017__000829072_000833347__a21e65ac.wav	wav/A0009_S0005_0_G0017_G0018__000194__G0017__000829072_000833347__a21e65ac.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	829.072	833.347	4.275	G0017	female	搿物事是蛮好吃呃，因为素呃侬伐摆点荤呃	搿物事是蛮好吃呃因为素呃侬伐摆点荤呃	train
A0009_S0005_0_G0017_G0018__000195__G0017__000833360_000838287__d6de9935	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000195__G0017__000833360_000838287__d6de9935.wav	wav/A0009_S0005_0_G0017_G0018__000195__G0017__000833360_000838287__d6de9935.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	833.36	838.287	4.927	G0017	female	总归伐鲜呃摆点虾籽酱油搿就好吃交关[+]	总归伐鲜呃摆点虾籽酱油搿就好吃交关+	train
A0009_S0005_0_G0017_G0018__000196__G0018__000838291_000844521__b018830d	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000196__G0018__000838291_000844521__b018830d.wav	wav/A0009_S0005_0_G0017_G0018__000196__G0018__000838291_000844521__b018830d.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	838.291	844.521	6.23	G0018	female	侬讲了对呃，侬代价下去辣，虾籽酱油廿几块一斤，侬倒下去了味道葛调出来	侬讲了对呃侬代价下去辣虾籽酱油廿几块一斤侬倒下去了味道葛调出来	train
A0009_S0005_0_G0017_G0018__000197__G0018__000844542_000848230__487fb3bd	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000197__G0018__000844542_000848230__487fb3bd.wav	wav/A0009_S0005_0_G0017_G0018__000197__G0018__000844542_000848230__487fb3bd.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	844.542	848.23	3.688	G0018	female	人家是讲调料调料，纯在调料	人家是讲调料调料纯在调料	train
A0009_S0005_0_G0017_G0018__000198__G0018__000848270_000853589__b1417ca8	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000198__G0018__000848270_000853589__b1417ca8.wav	wav/A0009_S0005_0_G0017_G0018__000198__G0018__000848270_000853589__b1417ca8.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	848.27	853.589	5.319	G0018	female	侬烧呃搿种物事侪假呃，再讲侬搿种调料，侬摆呃辰光侪老有讲究呃	侬烧呃搿种物事侪假呃再讲侬搿种调料侬摆呃辰光侪老有讲究呃	train
A0009_S0005_0_G0017_G0018__000199__G0018__000853589_000857797__2dacd314	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000199__G0018__000853589_000857797__2dacd314.wav	wav/A0009_S0005_0_G0017_G0018__000199__G0018__000853589_000857797__2dacd314.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	853.589	857.797	4.208	G0018	female	搿种辰光来饭店里做呃辰光，搿辰光阿拉搿饭店师傅一趟去	搿种辰光来饭店里做呃辰光搿辰光阿拉搿饭店师傅一趟去	train
A0009_S0005_0_G0017_G0018__000200__G0018__000857797_000863380__d2554c4a	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000200__G0018__000857797_000863380__d2554c4a.wav	wav/A0009_S0005_0_G0017_G0018__000200__G0018__000857797_000863380__d2554c4a.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	857.797	863.38	5.583	G0018	female	伊搿排骨酱呃辰光，伊还老有讲究呃，蛋白先摆，蛋黄先摆	伊搿排骨酱呃辰光伊还老有讲究呃蛋白先摆蛋黄先摆	train
A0009_S0005_0_G0017_G0018__000201__G0018__000863450_000866720__2617388a	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000201__G0018__000863450_000866720__2617388a.wav	wav/A0009_S0005_0_G0017_G0018__000201__G0018__000863450_000866720__2617388a.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	863.45	866.72	3.27	G0018	female	伊包括伊，搿只菜要出炉呃辰光	伊包括伊搿只菜要出炉呃辰光	train
A0009_S0005_0_G0017_G0018__000202__G0018__000866720_000869276__6d77f45e	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000202__G0018__000866720_000869276__6d77f45e.wav	wav/A0009_S0005_0_G0017_G0018__000202__G0018__000866720_000869276__6d77f45e.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	866.72	869.276	2.556	G0018	female	伊应该先摆味精先摆鸡精	伊应该先摆味精先摆鸡精	train
A0009_S0005_0_G0017_G0018__000203__G0018__000869300_000875740__3141a57a	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000203__G0018__000869300_000875740__3141a57a.wav	wav/A0009_S0005_0_G0017_G0018__000203__G0018__000869300_000875740__3141a57a.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	869.3	875.74	6.44	G0018	female	吾跟伊讲侬搿有讲究伐，伊讲搿有讲究，搿是呃味道对伐，跟人家烧菜伊还是种学问	吾跟伊讲侬搿有讲究伐伊讲搿有讲究搿是呃味道对伐跟人家烧菜伊还是种学问	train
A0009_S0005_0_G0017_G0018__000204__G0018__000875810_000880270__1314abd4	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000204__G0018__000875810_000880270__1314abd4.wav	wav/A0009_S0005_0_G0017_G0018__000204__G0018__000875810_000880270__1314abd4.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	875.81	880.27	4.46	G0018	female	伐是讲每呃拧侪能够烧好，侬生呃变熟呃，大家侪会的弄呃	伐是讲每呃拧侪能够烧好侬生呃变熟呃大家侪会的弄呃	train
A0009_S0005_0_G0017_G0018__000205__G0018__000880270_000885550__bc3f9875	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000205__G0018__000880270_000885550__bc3f9875.wav	wav/A0009_S0005_0_G0017_G0018__000205__G0018__000880270_000885550__bc3f9875.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	880.27	885.55	5.28	G0018	female	大家侪会的烧呃对伐，侬一定要烧出呃色香味来，搿就是呃有学问辣	大家侪会的烧呃对伐侬一定要烧出呃色香味来搿就是呃有学问辣	train
A0009_S0005_0_G0017_G0018__000206__G0018__000885590_000889090__235939b9	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000206__G0018__000885590_000889090__235939b9.wav	wav/A0009_S0005_0_G0017_G0018__000206__G0018__000885590_000889090__235939b9.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	885.59	889.09	3.5	G0018	female	人家为啥道理讲搿呃大菜师傅，一级大菜师傅，二级大菜师傅	人家为啥道理讲搿呃大菜师傅一级大菜师傅二级大菜师傅	train
A0009_S0005_0_G0017_G0018__000207__G0018__000889160_000891769__1697087c	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000207__G0018__000889160_000891769__1697087c.wav	wav/A0009_S0005_0_G0017_G0018__000207__G0018__000889160_000891769__1697087c.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	889.16	891.769	2.609	G0018	female	区别就是搿能介来呃	区别就是搿能介来呃	train
A0009_S0005_0_G0017_G0018__000208__G0017__000891803_000895506__6e1ca5a5	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000208__G0017__000891803_000895506__6e1ca5a5.wav	wav/A0009_S0005_0_G0017_G0018__000208__G0017__000891803_000895506__6e1ca5a5.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	891.803	895.506	3.703	G0017	female	对呃对呃，葛末人家讲荤菜老好烧呃	对呃对呃葛末人家讲荤菜老好烧呃	train
A0009_S0005_0_G0017_G0018__000209__G0017__000895506_000900392__98116eb2	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000209__G0017__000895506_000900392__98116eb2.wav	wav/A0009_S0005_0_G0017_G0018__000209__G0017__000895506_000900392__98116eb2.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	895.506	900.392	4.886	G0017	female	肉总归好吃呃，鱼总归还吃呃，啊是，记牢啊是总归好吃	肉总归好吃呃鱼总归还吃呃啊是记牢啊是总归好吃	train
A0009_S0005_0_G0017_G0018__000210__G0017__000900410_000904300__91087f09	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000210__G0017__000900410_000904300__91087f09.wav	wav/A0009_S0005_0_G0017_G0018__000210__G0017__000900410_000904300__91087f09.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	900.41	904.3	3.89	G0017	female	侬素菜要烧出来烧出来有味道，要碧绿生青	侬素菜要烧出来烧出来有味道要碧绿生青	train
A0009_S0005_0_G0017_G0018__000211__G0017__000904400_000908530__f78770cd	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000211__G0017__000904400_000908530__f78770cd.wav	wav/A0009_S0005_0_G0017_G0018__000211__G0017__000904400_000908530__f78770cd.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	904.4	908.53	4.13	G0017	female	真呃老伐容易呃，葛末伊拉一直讲过呃鸡咯鸭辣	真呃老伐容易呃葛末伊拉一直讲过呃鸡咯鸭辣	train
A0009_S0005_0_G0017_G0018__000212__G0017__000908598_000913152__c92828c5	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000212__G0017__000908598_000913152__c92828c5.wav	wav/A0009_S0005_0_G0017_G0018__000212__G0017__000908598_000913152__c92828c5.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	908.598	913.152	4.554	G0017	female	鸡嘛是发呃，鸭子呢，嗯，是是是搿	鸡嘛是发呃鸭子呢嗯是是是搿	train
A0009_S0005_0_G0017_G0018__000213__G0017__000913220_000916799__97b16076	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000213__G0017__000913220_000916799__97b16076.wav	wav/A0009_S0005_0_G0017_G0018__000213__G0017__000913220_000916799__97b16076.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	913.22	916.799	3.579	G0017	female	叫啥，清凉呃，所以吃鸭子拧比较多	叫啥清凉呃所以吃鸭子拧比较多	train
A0009_S0005_0_G0017_G0018__000214__G0017__000916820_000920272__0fc63aba	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000214__G0017__000916820_000920272__0fc63aba.wav	wav/A0009_S0005_0_G0017_G0018__000214__G0017__000916820_000920272__0fc63aba.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	916.82	920.272	3.452	G0017	female	但是鸭子天热蛮难吃呃，侬要么吃烤鸭	但是鸭子天热蛮难吃呃侬要么吃烤鸭	train
A0009_S0005_0_G0017_G0018__000215__G0017__000920300_000923790__3a23c15d	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000215__G0017__000920300_000923790__3a23c15d.wav	wav/A0009_S0005_0_G0017_G0018__000215__G0017__000920300_000923790__3a23c15d.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	920.3	923.79	3.49	G0017	female	诶，真呃，讲难听侬现在买烤鸭要么索性到	诶真呃讲难听侬现在买烤鸭要么索性到	train
A0009_S0005_0_G0017_G0018__000216__G0017__000923809_000924420__6b50a968	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000216__G0017__000923809_000924420__6b50a968.wav	wav/A0009_S0005_0_G0017_G0018__000216__G0017__000923809_000924420__6b50a968.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	923.809	924.42	0.611	G0017	female	啧，喏	啧喏	train
A0009_S0005_0_G0017_G0018__000217__G0017__000924560_000928936__ad1bd2b5	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000217__G0017__000924560_000928936__ad1bd2b5.wav	wav/A0009_S0005_0_G0017_G0018__000217__G0017__000924560_000928936__ad1bd2b5.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	924.56	928.936	4.376	G0017	female	喏，喏搿种比较搿质量比较好呃店家去去买	喏喏搿种比较搿质量比较好呃店家去去买	train
A0009_S0005_0_G0017_G0018__000218__G0017__000929090_000933470__1bc99e01	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000218__G0017__000929090_000933470__1bc99e01.wav	wav/A0009_S0005_0_G0017_G0018__000218__G0017__000929090_000933470__1bc99e01.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	929.09	933.47	4.38	G0017	female	侬假使买搿呃质量比较差点呃搿种鸭子	侬假使买搿呃质量比较差点呃搿种鸭子	train
A0009_S0005_0_G0017_G0018__000219__G0017__000933470_000939786__e923cb8a	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000219__G0017__000933470_000939786__e923cb8a.wav	wav/A0009_S0005_0_G0017_G0018__000219__G0017__000933470_000939786__e923cb8a.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	933.47	939.786	6.316	G0017	female	伐大敢买呃，对伐，鸡嘛反正天冷烧鸡汤，搿呃比较比较方便	伐大敢买呃对伐鸡嘛反正天冷烧鸡汤搿呃比较比较方便	train
A0009_S0005_0_G0017_G0018__000220__G0017__000939813_000944650__785192d2	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000220__G0017__000939813_000944650__785192d2.wav	wav/A0009_S0005_0_G0017_G0018__000220__G0017__000939813_000944650__785192d2.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	939.813	944.65	4.837	G0017	female	搿讲起来总归鸡鸡嘛比鸭子好像名气响点	搿讲起来总归鸡鸡嘛比鸭子好像名气响点	train
A0009_S0005_0_G0017_G0018__000221__G0017__000944690_000949770__6807e4a3	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000221__G0017__000944690_000949770__6807e4a3.wav	wav/A0009_S0005_0_G0017_G0018__000221__G0017__000944690_000949770__6807e4a3.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	944.69	949.77	5.08	G0017	female	但是明明显呃讲起来搿侪侪晓得呃，嗯，鸡是发呃	但是明明显呃讲起来搿侪侪晓得呃嗯鸡是发呃	train
A0009_S0005_0_G0017_G0018__000222__G0017__000949820_000952491__0c4768d8	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000222__G0017__000949820_000952491__0c4768d8.wav	wav/A0009_S0005_0_G0017_G0018__000222__G0017__000949820_000952491__0c4768d8.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	949.82	952.491	2.671	G0017	female	鸭子是清凉呃，侬听到过搿种讲法伐	鸭子是清凉呃侬听到过搿种讲法伐	train
A0009_S0005_0_G0017_G0018__000223__G0018__000952491_000957403__d013ba56	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A0009_S0005_0_G0017_G0018__000223__G0018__000952491_000957403__d013ba56.wav	wav/A0009_S0005_0_G0017_G0018__000223__G0018__000952491_000957403__d013ba56.wav	A0009_S0005_0_G0017_G0018	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A0009_S0005_0_G0017_G0018.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A0009_S0005_0_G0017_G0018.txt	952.491	957.403	4.912	G0018	female	搿有呃，但是呢，为啥道理搿鸭汤要吃呃拧还老少	搿有呃但是呢为啥道理搿鸭汤要吃呃拧还老少	train
